alignment_name	assembly	source_assembly	chain_origin	chain	chain_sha256	source_sizes	source_sizes_sha256	target_sizes	target_sizes_sha256
Equus_caballus	GCF_000002305.2	hg38	direction_matched_no_dupes_psl_swap	s3://oa-bolinas/snakemake/vertebrate_projection_dataset/results/hal-chains-directional-ramp-v2/b86897b7050bc9fdf397dd6abfb3af11fc876f86/d035c2561f6be3b11449647adfe9ce865884aef7da8b7e06b817d8a75c7f37f9/full/chains/Equus_caballus/human_to_species.chain.gz	e4249505a39606e6ff07e606db0583dce2ea4f427b5cfe2cf6d4964943d61b91	s3://oa-bolinas/issues/523/chain-reader-sampled-validation/f3c1de027c3660a17d9cb8bec9297154fd6d2328/Mus_musculus/source.aliases.sizes	56706a5eeaaa368bfcab17bba94437b5a09885fe41494735a42bbb9118bac214	s3://oa-bolinas/snakemake/vertebrate_projection_dataset/results/functional-v1/e42a4ea1eca760219e0add91004b45cac59b19c9/a104a2756f538a1993405165fb5b50b6d4aeaf0a32810d8bb72907916eef1beb/full/hal/chrom_sizes/Equus_caballus.tsv	f0cdc744dbf9b5ad7178156ce4b7ca0ed7019e0df20814fa2ca95a4ddbcb4e64
Manis_javanica	GCF_001685135.1	hg38	direction_matched_no_dupes_psl_swap	s3://oa-bolinas/snakemake/vertebrate_projection_dataset/results/hal-chains-directional-ramp-v2/b86897b7050bc9fdf397dd6abfb3af11fc876f86/d035c2561f6be3b11449647adfe9ce865884aef7da8b7e06b817d8a75c7f37f9/full/chains/Manis_javanica/human_to_species.chain.gz	fd51491c7450c5e2001feb99e8d09de36bbdef76a6c73e82dd7a9a212ed99f70	s3://oa-bolinas/issues/523/chain-reader-sampled-validation/f3c1de027c3660a17d9cb8bec9297154fd6d2328/Mus_musculus/source.aliases.sizes	56706a5eeaaa368bfcab17bba94437b5a09885fe41494735a42bbb9118bac214	s3://oa-bolinas/snakemake/vertebrate_projection_dataset/results/functional-v1/e42a4ea1eca760219e0add91004b45cac59b19c9/a104a2756f538a1993405165fb5b50b6d4aeaf0a32810d8bb72907916eef1beb/full/hal/chrom_sizes/Manis_javanica.tsv	a1e7cae5426ba2bc7b36298faf787e435deb3b871fe6bd4ef3f838b0c44bf3ae
Choloepus_hoffmanni	GCA_000164785.2	hg38	direction_matched_no_dupes_psl_swap	s3://oa-bolinas/snakemake/vertebrate_projection_dataset/results/hal-chains-directional-ramp-v2/b86897b7050bc9fdf397dd6abfb3af11fc876f86/d035c2561f6be3b11449647adfe9ce865884aef7da8b7e06b817d8a75c7f37f9/full/chains/Choloepus_hoffmanni/human_to_species.chain.gz	45d8dc950001a57e880b246d6baaf1f1ba4ffd55b85b53dc421541a442ac2f78	s3://oa-bolinas/issues/523/chain-reader-sampled-validation/f3c1de027c3660a17d9cb8bec9297154fd6d2328/Mus_musculus/source.aliases.sizes	56706a5eeaaa368bfcab17bba94437b5a09885fe41494735a42bbb9118bac214	s3://oa-bolinas/snakemake/vertebrate_projection_dataset/results/functional-v1/e42a4ea1eca760219e0add91004b45cac59b19c9/a104a2756f538a1993405165fb5b50b6d4aeaf0a32810d8bb72907916eef1beb/full/hal/chrom_sizes/Choloepus_hoffmanni.tsv	76d04dbf595ca29ca0218b4fa307929ce97e2733215534729202c94da34116eb
Loxodonta_africana	GCF_030014295.1	hg38	direction_matched_no_dupes_psl_swap	s3://oa-bolinas/snakemake/vertebrate_projection_dataset/results/hal-chains-directional-ramp-v2/b86897b7050bc9fdf397dd6abfb3af11fc876f86/d035c2561f6be3b11449647adfe9ce865884aef7da8b7e06b817d8a75c7f37f9/full/chains/Loxodonta_africana/human_to_species.chain.gz	340267abc83be2b966399f4e338487d173ccbb102bddbdfdf1b26a949a6a86c8	s3://oa-bolinas/issues/523/chain-reader-sampled-validation/f3c1de027c3660a17d9cb8bec9297154fd6d2328/Mus_musculus/source.aliases.sizes	56706a5eeaaa368bfcab17bba94437b5a09885fe41494735a42bbb9118bac214	s3://oa-bolinas/snakemake/vertebrate_projection_dataset/results/functional-v1/e42a4ea1eca760219e0add91004b45cac59b19c9/a104a2756f538a1993405165fb5b50b6d4aeaf0a32810d8bb72907916eef1beb/full/hal/chrom_sizes/Loxodonta_africana.tsv	78b428f3b3d748569d68aff457731ebb22b01dc82ff0d83526d41f453a50ff1b
Mus_musculus	GCF_000001635.26	hg38	direction_matched_no_dupes_psl_swap	s3://oa-bolinas/snakemake/vertebrate_projection_dataset/results/hal-chains-directional-ramp-v2/b86897b7050bc9fdf397dd6abfb3af11fc876f86/d035c2561f6be3b11449647adfe9ce865884aef7da8b7e06b817d8a75c7f37f9/full/chains/Mus_musculus/human_to_species.chain.gz	601a4869da040f1543df0e1d835eb091a36dfdbaeb60c59863a1d1f1c2fb34cd	s3://oa-bolinas/issues/523/chain-reader-sampled-validation/f3c1de027c3660a17d9cb8bec9297154fd6d2328/Mus_musculus/source.aliases.sizes	56706a5eeaaa368bfcab17bba94437b5a09885fe41494735a42bbb9118bac214	s3://oa-bolinas/snakemake/vertebrate_projection_dataset/results/functional-v1/e42a4ea1eca760219e0add91004b45cac59b19c9/a104a2756f538a1993405165fb5b50b6d4aeaf0a32810d8bb72907916eef1beb/full/hal/chrom_sizes/Mus_musculus.tsv	564322df15d7258b49114c9349c4725f7522ac0191a907998367e9a68dadfe19
Tupaia_tana	GCA_004365275.1	hg38	direction_matched_no_dupes_psl_swap	s3://oa-bolinas/snakemake/vertebrate_projection_dataset/results/hal-chains-directional-ramp-v2/b86897b7050bc9fdf397dd6abfb3af11fc876f86/d035c2561f6be3b11449647adfe9ce865884aef7da8b7e06b817d8a75c7f37f9/full/chains/Tupaia_tana/human_to_species.chain.gz	fd7f883e6f2ffd0b80902edd52e150df03d15177e373c3090fffa77dd21a3a5f	s3://oa-bolinas/issues/523/chain-reader-sampled-validation/f3c1de027c3660a17d9cb8bec9297154fd6d2328/Mus_musculus/source.aliases.sizes	56706a5eeaaa368bfcab17bba94437b5a09885fe41494735a42bbb9118bac214	s3://oa-bolinas/snakemake/vertebrate_projection_dataset/results/functional-v1/e42a4ea1eca760219e0add91004b45cac59b19c9/a104a2756f538a1993405165fb5b50b6d4aeaf0a32810d8bb72907916eef1beb/full/hal/chrom_sizes/Tupaia_tana.tsv	895ee30207bbc459a2e73c8d9730dba3322900554277af84e0f47aa62589dd83
Trichechus_manatus	GCF_000243295.1	hg38	direction_matched_no_dupes_psl_swap	s3://oa-bolinas/snakemake/vertebrate_projection_dataset/results/hal-chains-directional-ramp-v2/b86897b7050bc9fdf397dd6abfb3af11fc876f86/d035c2561f6be3b11449647adfe9ce865884aef7da8b7e06b817d8a75c7f37f9/full/chains/Trichechus_manatus/human_to_species.chain.gz	d76d696f19e134663c71a6473d6a4e488f7cc2a65b183ec1ef7a3ddf1c90a52d	s3://oa-bolinas/issues/523/chain-reader-sampled-validation/f3c1de027c3660a17d9cb8bec9297154fd6d2328/Mus_musculus/source.aliases.sizes	56706a5eeaaa368bfcab17bba94437b5a09885fe41494735a42bbb9118bac214	s3://oa-bolinas/snakemake/vertebrate_projection_dataset/results/functional-v1/e42a4ea1eca760219e0add91004b45cac59b19c9/a104a2756f538a1993405165fb5b50b6d4aeaf0a32810d8bb72907916eef1beb/full/hal/chrom_sizes/Trichechus_manatus.tsv	09d63321bc0177e4892e17b53717fb240cc8ef143305b3989ed12cdfce0d80eb
Orycteropus_afer	GCA_004365145.1	hg38	direction_matched_no_dupes_psl_swap	s3://oa-bolinas/snakemake/vertebrate_projection_dataset/results/hal-chains-directional-ramp-v2/b86897b7050bc9fdf397dd6abfb3af11fc876f86/d035c2561f6be3b11449647adfe9ce865884aef7da8b7e06b817d8a75c7f37f9/full/chains/Orycteropus_afer/human_to_species.chain.gz	e55628f06002a52e9dcd9d85d83c6eff4ddb6319f61d183ade3902dbb0ffd51d	s3://oa-bolinas/issues/523/chain-reader-sampled-validation/f3c1de027c3660a17d9cb8bec9297154fd6d2328/Mus_musculus/source.aliases.sizes	56706a5eeaaa368bfcab17bba94437b5a09885fe41494735a42bbb9118bac214	s3://oa-bolinas/snakemake/vertebrate_projection_dataset/results/functional-v1/e42a4ea1eca760219e0add91004b45cac59b19c9/a104a2756f538a1993405165fb5b50b6d4aeaf0a32810d8bb72907916eef1beb/full/hal/chrom_sizes/Orycteropus_afer.tsv	f79294c65e4824b52c4b93009f0e9a5e5ceb03a0441f9960032db7de37db3b69
anaPla1	BGI_duck_1.0/anaPla1	hg38	UCSC-hg38-over-chain	s3://oa-bolinas/snakemake/vertebrate_projection_dataset/results/functional-v1/e42a4ea1eca760219e0add91004b45cac59b19c9/a104a2756f538a1993405165fb5b50b6d4aeaf0a32810d8bb72907916eef1beb/full/liftover/chains/anaPla1.over.chain.gz	17949d33e1faa9af82b03f8fddaabad50cdde749c3cb1345c6433d0d0feb7902	s3://oa-bolinas/issues/523/chain-reader-sampled-validation/f3c1de027c3660a17d9cb8bec9297154fd6d2328/Mus_musculus/source.aliases.sizes	56706a5eeaaa368bfcab17bba94437b5a09885fe41494735a42bbb9118bac214	s3://oa-bolinas/snakemake/vertebrate_projection_dataset/results/functional-v1/e42a4ea1eca760219e0add91004b45cac59b19c9/a104a2756f538a1993405165fb5b50b6d4aeaf0a32810d8bb72907916eef1beb/full/liftover/genomes/anaPla1.chrom.sizes	3891a366d597af526fe3d8db93ad3af0203ad25f504a72260988e2ed88c77376
colLiv1	Cliv_1.0/colLiv1	hg38	UCSC-hg38-over-chain	s3://oa-bolinas/snakemake/vertebrate_projection_dataset/results/functional-v1/e42a4ea1eca760219e0add91004b45cac59b19c9/a104a2756f538a1993405165fb5b50b6d4aeaf0a32810d8bb72907916eef1beb/full/liftover/chains/colLiv1.over.chain.gz	119053ca32268fa4a55d47b0b57c8481888fcccae3fc1cf0e04b9a050ff6f324	s3://oa-bolinas/issues/523/chain-reader-sampled-validation/f3c1de027c3660a17d9cb8bec9297154fd6d2328/Mus_musculus/source.aliases.sizes	56706a5eeaaa368bfcab17bba94437b5a09885fe41494735a42bbb9118bac214	s3://oa-bolinas/snakemake/vertebrate_projection_dataset/results/functional-v1/e42a4ea1eca760219e0add91004b45cac59b19c9/a104a2756f538a1993405165fb5b50b6d4aeaf0a32810d8bb72907916eef1beb/full/liftover/genomes/colLiv1.chrom.sizes	83e8d54430ce7fb48d3287c1a630162a86a789375b26c27b3cad4454a91e07e5
falChe1	F_cherrug_v1.0/falChe1	hg38	UCSC-hg38-over-chain	s3://oa-bolinas/snakemake/vertebrate_projection_dataset/results/functional-v1/e42a4ea1eca760219e0add91004b45cac59b19c9/a104a2756f538a1993405165fb5b50b6d4aeaf0a32810d8bb72907916eef1beb/full/liftover/chains/falChe1.over.chain.gz	d00234fb5020c78475a15dcb6ac9cf8229843c20be73f9b167cf4f5793192518	s3://oa-bolinas/issues/523/chain-reader-sampled-validation/f3c1de027c3660a17d9cb8bec9297154fd6d2328/Mus_musculus/source.aliases.sizes	56706a5eeaaa368bfcab17bba94437b5a09885fe41494735a42bbb9118bac214	s3://oa-bolinas/snakemake/vertebrate_projection_dataset/results/functional-v1/e42a4ea1eca760219e0add91004b45cac59b19c9/a104a2756f538a1993405165fb5b50b6d4aeaf0a32810d8bb72907916eef1beb/full/liftover/genomes/falChe1.chrom.sizes	541680114203faa9297e4d83471ce4bd2fb1bf964317f1a1324184b28ba0432e
galGal4	Gallus_gallus-4.0/galGal4	hg38	UCSC-hg38-over-chain	s3://oa-bolinas/snakemake/vertebrate_projection_dataset/results/functional-v1/e42a4ea1eca760219e0add91004b45cac59b19c9/a104a2756f538a1993405165fb5b50b6d4aeaf0a32810d8bb72907916eef1beb/full/liftover/chains/galGal4.over.chain.gz	6b79ff26d3492c2a36fd7bc7a5ab953c11b2818b2b1a0afaa5815796cd1a43f3	s3://oa-bolinas/issues/523/chain-reader-sampled-validation/f3c1de027c3660a17d9cb8bec9297154fd6d2328/Mus_musculus/source.aliases.sizes	56706a5eeaaa368bfcab17bba94437b5a09885fe41494735a42bbb9118bac214	s3://oa-bolinas/snakemake/vertebrate_projection_dataset/results/functional-v1/e42a4ea1eca760219e0add91004b45cac59b19c9/a104a2756f538a1993405165fb5b50b6d4aeaf0a32810d8bb72907916eef1beb/full/liftover/genomes/galGal4.chrom.sizes	bb73df0a37189a8c0eb9bdb21953ef45a68baefb4113ef1be7baae65655b460e
ficAlb2	FicAlb1.5/ficAlb2	hg38	UCSC-hg38-over-chain	s3://oa-bolinas/snakemake/vertebrate_projection_dataset/results/functional-v1/e42a4ea1eca760219e0add91004b45cac59b19c9/a104a2756f538a1993405165fb5b50b6d4aeaf0a32810d8bb72907916eef1beb/full/liftover/chains/ficAlb2.over.chain.gz	a8f646c92e4bf021a9358c62960e9906772d3f14e17ac82891b4de6a713625e6	s3://oa-bolinas/issues/523/chain-reader-sampled-validation/f3c1de027c3660a17d9cb8bec9297154fd6d2328/Mus_musculus/source.aliases.sizes	56706a5eeaaa368bfcab17bba94437b5a09885fe41494735a42bbb9118bac214	s3://oa-bolinas/snakemake/vertebrate_projection_dataset/results/functional-v1/e42a4ea1eca760219e0add91004b45cac59b19c9/a104a2756f538a1993405165fb5b50b6d4aeaf0a32810d8bb72907916eef1beb/full/liftover/genomes/ficAlb2.chrom.sizes	8b2bf7281f00464ae2faa554ec8b8aae12ced17ddeb6411fa917c23967bfa516
araMac1	SMACv1.1/araMac1	hg38	UCSC-hg38-over-chain	s3://oa-bolinas/snakemake/vertebrate_projection_dataset/results/functional-v1/e42a4ea1eca760219e0add91004b45cac59b19c9/a104a2756f538a1993405165fb5b50b6d4aeaf0a32810d8bb72907916eef1beb/full/liftover/chains/araMac1.over.chain.gz	0ce8d2cad5329a881b21ce44acb2c9453eb8586005445861daabba7b7eb109f6	s3://oa-bolinas/issues/523/chain-reader-sampled-validation/f3c1de027c3660a17d9cb8bec9297154fd6d2328/Mus_musculus/source.aliases.sizes	56706a5eeaaa368bfcab17bba94437b5a09885fe41494735a42bbb9118bac214	s3://oa-bolinas/snakemake/vertebrate_projection_dataset/results/functional-v1/e42a4ea1eca760219e0add91004b45cac59b19c9/a104a2756f538a1993405165fb5b50b6d4aeaf0a32810d8bb72907916eef1beb/full/liftover/genomes/araMac1.chrom.sizes	6605a78bb7f7ed32409e66daee6cf1cc372390bb20120b0df9066ded0df63314
allMis1	allMis0.2/allMis1	hg38	UCSC-hg38-over-chain	s3://oa-bolinas/snakemake/vertebrate_projection_dataset/results/functional-v1/e42a4ea1eca760219e0add91004b45cac59b19c9/a104a2756f538a1993405165fb5b50b6d4aeaf0a32810d8bb72907916eef1beb/full/liftover/chains/allMis1.over.chain.gz	72ae194337555a2fbeb565d32857dd94404ed5073012d25dbfb14b66b1dc94ac	s3://oa-bolinas/issues/523/chain-reader-sampled-validation/f3c1de027c3660a17d9cb8bec9297154fd6d2328/Mus_musculus/source.aliases.sizes	56706a5eeaaa368bfcab17bba94437b5a09885fe41494735a42bbb9118bac214	s3://oa-bolinas/snakemake/vertebrate_projection_dataset/results/functional-v1/e42a4ea1eca760219e0add91004b45cac59b19c9/a104a2756f538a1993405165fb5b50b6d4aeaf0a32810d8bb72907916eef1beb/full/liftover/genomes/allMis1.chrom.sizes	b112265a3d63cfdb55859f6ededf49df8ed7bc5d771b8a996e47a1d5975ad417
anoCar2	AnoCar2.0/anoCar2	hg38	UCSC-hg38-over-chain	s3://oa-bolinas/snakemake/vertebrate_projection_dataset/results/functional-v1/e42a4ea1eca760219e0add91004b45cac59b19c9/a104a2756f538a1993405165fb5b50b6d4aeaf0a32810d8bb72907916eef1beb/full/liftover/chains/anoCar2.over.chain.gz	a3eeb2cd43eaf9385ccd770e773debdb1ef18b881eb3b38aacca779990d41f51	s3://oa-bolinas/issues/523/chain-reader-sampled-validation/f3c1de027c3660a17d9cb8bec9297154fd6d2328/Mus_musculus/source.aliases.sizes	56706a5eeaaa368bfcab17bba94437b5a09885fe41494735a42bbb9118bac214	s3://oa-bolinas/snakemake/vertebrate_projection_dataset/results/functional-v1/e42a4ea1eca760219e0add91004b45cac59b19c9/a104a2756f538a1993405165fb5b50b6d4aeaf0a32810d8bb72907916eef1beb/full/liftover/genomes/anoCar2.chrom.sizes	049aacdf3676918f3bc07053e8db1ddc100551dadf1e6b075216b4f8554c1b2e
cheMyd1	CheMyd_1.0/cheMyd1	hg38	UCSC-hg38-over-chain	s3://oa-bolinas/snakemake/vertebrate_projection_dataset/results/functional-v1/e42a4ea1eca760219e0add91004b45cac59b19c9/a104a2756f538a1993405165fb5b50b6d4aeaf0a32810d8bb72907916eef1beb/full/liftover/chains/cheMyd1.over.chain.gz	1aaf221e9c10d31f78819c2e03791fbe3eff629d36294f61f64939dbd6817192	s3://oa-bolinas/issues/523/chain-reader-sampled-validation/f3c1de027c3660a17d9cb8bec9297154fd6d2328/Mus_musculus/source.aliases.sizes	56706a5eeaaa368bfcab17bba94437b5a09885fe41494735a42bbb9118bac214	s3://oa-bolinas/snakemake/vertebrate_projection_dataset/results/functional-v1/e42a4ea1eca760219e0add91004b45cac59b19c9/a104a2756f538a1993405165fb5b50b6d4aeaf0a32810d8bb72907916eef1beb/full/liftover/genomes/cheMyd1.chrom.sizes	c9c7ad9ea0a91d1830eee9ddf415286826ba00238b6ff7172738352ab7ab0b38
